Model,Parameters,Layers,Residual Blocks,Conv Layers,Dense Layers,Bottlenecks,Pooling Layers,Normalization Layers,Recurrent Layers,Attention Layers,Output Features,Training Dataset,First Layer Parameters,Highest Internal Layer Parameters,Lowest Internal Layer Parameters,Last Layer Parameters,Family,Architecture,Crop Percentage
volo_d1_384,26777960,339,0,5,88,0,4,44,0,34,1000,ImageNet-1K,280320,22549272,768,385000,volo,volo_d1_384,1.0
volo_d2_224,58678336,435,0,5,114,0,6,56,0,44,1000,ImageNet-1K,345920,51952432,1024,513000,volo,volo_d2_224,0.96
volo_d2_384,58872896,435,0,5,114,0,6,56,0,44,1000,ImageNet-1K,345920,51952432,1024,513000,volo,volo_d2_384,1.0
volo_d3_224,86325072,621,0,5,164,0,8,80,0,66,1000,ImageNet-1K,345920,79599168,1024,513000,volo,volo_d3_224,0.96
volo_d3_448,86626128,621,0,5,164,0,8,80,0,66,1000,ImageNet-1K,345920,79599168,1024,513000,volo,volo_d3_448,1.0
volo_d4_224,192961520,621,0,5,164,0,8,80,0,66,1000,ImageNet-1K,477120,178983264,1536,769000,volo,volo_d4_224,0.96
volo_d4_448,193413104,621,0,5,164,0,8,80,0,66,1000,ImageNet-1K,477120,178983264,1536,769000,volo,volo_d4_448,1.15
volo_d5_224,295455584,813,0,5,216,0,12,104,0,86,1000,ImageNet-1K,1101312,278492304,1536,769000,volo,volo_d5_224,0.96
volo_d5_448,295907168,813,0,5,216,0,12,104,0,86,1000,ImageNet-1K,1101312,278492304,1536,769000,volo,volo_d5_448,1.15
volo_d5_512,296091488,813,0,5,216,0,12,104,0,86,1000,ImageNet-1K,1101312,278492304,1536,769000,volo,volo_d5_512,1.15
wide_resnet50_2,68883240,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,41971712,128,2049000,resnet,wide_resnet50_2,0.875
wide_resnet101_2,126886696,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,78739456,128,2049000,resnet,wide_resnet101_2,0.875
xception,22855952,216,0,74,1,0,4,40,0,0,1000,ImageNet-1K,864,3159552,64,2049000,xception,xception,0.8975
xception41,26969560,375,0,84,1,0,0,84,0,0,1000,ImageNet-1K,19488,24896800,24896800,2049000,xception,xception41,0.903
xception41p,26907752,302,0,84,1,0,0,40,0,0,1000,ImageNet-1K,19360,24785952,24785952,2049000,xception,xception41p,0.94
xception65,39916312,583,0,132,1,0,0,132,0,0,1000,ImageNet-1K,19488,37843552,37843552,2049000,xception,xception65,0.94
xception65p,39819560,478,0,132,1,0,0,64,0,0,1000,ImageNet-1K,19360,37662816,37662816,2049000,xception,xception65p,0.94
xception71,42338736,645,0,146,1,0,0,146,0,0,1000,ImageNet-1K,19488,40264008,40264008,2049000,xception,xception71,0.903
xcit_large_24_p8_224,188932648,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,3325632,170551296,1536,769000,xcit,xcit_large_24_p8_224,1.0
xcit_large_24_p8_224_dist,188932648,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,3325632,170551296,1536,769000,xcit,xcit_large_24_p8_224_dist,1.0
xcit_large_24_p8_384_dist,188932648,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,3325632,170551296,1536,769000,xcit,xcit_large_24_p8_384_dist,1.0
xcit_large_24_p16_224,189096136,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,3489120,170551296,1536,769000,xcit,xcit_large_24_p16_224,1.0
xcit_large_24_p16_224_dist,189096136,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,3489120,170551296,1536,769000,xcit,xcit_large_24_p16_224_dist,1.0
xcit_large_24_p16_384_dist,189096136,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,3489120,170551296,1536,769000,xcit,xcit_large_24_p16_384_dist,1.0
xcit_medium_24_p8_224,84323624,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,1479808,75952128,1024,513000,xcit,xcit_medium_24_p8_224,1.0
xcit_medium_24_p8_224_dist,84323624,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,1479808,75952128,1024,513000,xcit,xcit_medium_24_p8_224_dist,1.0
xcit_medium_24_p8_384_dist,84323624,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,1479808,75952128,1024,513000,xcit,xcit_medium_24_p8_384_dist,1.0
xcit_medium_24_p16_224,84395752,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,1551936,75952128,1024,513000,xcit,xcit_medium_24_p16_224,1.0
xcit_medium_24_p16_224_dist,84395752,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,1551936,75952128,1024,513000,xcit,xcit_medium_24_p16_224_dist,1.0
xcit_medium_24_p16_384_dist,84395752,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,1551936,75952128,1024,513000,xcit,xcit_medium_24_p16_384_dist,1.0
xcit_nano_12_p8_224,3049016,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,93472,2416128,256,129000,xcit,xcit_nano_12_p8_224,1.0
xcit_nano_12_p8_224_dist,3049016,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,93472,2416128,256,129000,xcit,xcit_nano_12_p8_224_dist,1.0
xcit_nano_12_p8_384_dist,3049016,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,93472,2416128,256,129000,xcit,xcit_nano_12_p8_384_dist,1.0
xcit_nano_12_p16_224,3053224,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,97680,2416128,256,129000,xcit,xcit_nano_12_p16_224,1.0
xcit_nano_12_p16_224_dist,3053224,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,97680,2416128,256,129000,xcit,xcit_nano_12_p16_224_dist,1.0
xcit_nano_12_p16_384_dist,3053224,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,97680,2416128,256,129000,xcit,xcit_nano_12_p16_384_dist,1.0
xcit_small_12_p8_224,26213032,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,833376,21404160,768,385000,xcit,xcit_small_12_p8_224,1.0
xcit_small_12_p8_224_dist,26213032,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,833376,21404160,768,385000,xcit,xcit_small_12_p8_224_dist,1.0
xcit_small_12_p8_384_dist,26213032,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,833376,21404160,768,385000,xcit,xcit_small_12_p8_384_dist,1.0
xcit_small_12_p16_224,26253304,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,873648,21404160,768,385000,xcit,xcit_small_12_p16_224,1.0
xcit_small_12_p16_224_dist,26253304,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,873648,21404160,768,385000,xcit,xcit_small_12_p16_224_dist,1.0
xcit_small_12_p16_384_dist,26253304,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,873648,21404160,768,385000,xcit,xcit_small_12_p16_384_dist,1.0
xcit_small_24_p8_224,47631112,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,833376,42808320,768,385000,xcit,xcit_small_24_p8_224,1.0
xcit_small_24_p8_224_dist,47631112,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,833376,42808320,768,385000,xcit,xcit_small_24_p8_224_dist,1.0
xcit_small_24_p8_384_dist,47631112,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,833376,42808320,768,385000,xcit,xcit_small_24_p8_384_dist,1.0
xcit_small_24_p16_224,47671384,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,873648,42808320,768,385000,xcit,xcit_small_24_p16_224,1.0
xcit_small_24_p16_224_dist,47671384,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,873648,42808320,768,385000,xcit,xcit_small_24_p16_224_dist,1.0
xcit_small_24_p16_384_dist,47671384,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,873648,42808320,768,385000,xcit,xcit_small_24_p16_384_dist,1.0
xcit_tiny_12_p8_224,6706504,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,209328,5393664,384,193000,xcit,xcit_tiny_12_p8_224,1.0
xcit_tiny_12_p8_224_dist,6706504,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,209328,5393664,384,193000,xcit,xcit_tiny_12_p8_224_dist,1.0
xcit_tiny_12_p8_384_dist,6706504,307,0,28,61,0,0,56,0,2,1000,ImageNet-1K,209328,5393664,384,193000,xcit,xcit_tiny_12_p8_384_dist,1.0
xcit_tiny_12_p16_224,6716272,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,219096,5393664,384,193000,xcit,xcit_tiny_12_p16_224,1.0
xcit_tiny_12_p16_224_dist,6716272,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,219096,5393664,384,193000,xcit,xcit_tiny_12_p16_224_dist,1.0
xcit_tiny_12_p16_384_dist,6716272,311,0,29,61,0,0,57,0,2,1000,ImageNet-1K,219096,5393664,384,193000,xcit,xcit_tiny_12_p16_384_dist,1.0
xcit_tiny_24_p8_224,12107128,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,209328,10787328,384,193000,xcit,xcit_tiny_24_p8_224,1.0
xcit_tiny_24_p8_224_dist,12107128,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,209328,10787328,384,193000,xcit,xcit_tiny_24_p8_224_dist,1.0
xcit_tiny_24_p8_384_dist,12107128,559,0,52,109,0,0,104,0,2,1000,ImageNet-1K,209328,10787328,384,193000,xcit,xcit_tiny_24_p8_384_dist,1.0
xcit_tiny_24_p16_224,12116896,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,219096,10787328,384,193000,xcit,xcit_tiny_24_p16_224,1.0
xcit_tiny_24_p16_224_dist,12116896,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,219096,10787328,384,193000,xcit,xcit_tiny_24_p16_224_dist,1.0
xcit_tiny_24_p16_384_dist,12116896,563,0,53,109,0,0,105,0,2,1000,ImageNet-1K,219096,10787328,384,193000,xcit,xcit_tiny_24_p16_384_dist,1.0
